scope,id,ja,ko,en,source_commit
global,807,ノーマルＺ,노말Z,Normalium Z,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,808,ホノオＺ,불꽃Z,Firium Z,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,809,ミズＺ,물Z,Waterium Z,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,810,デンキＺ,전기Z,Electrium Z,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,811,クサＺ,풀Z,Grassium Z,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,812,コオリＺ,얼음Z,Icium Z,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,813,カクトウＺ,격투Z,Fightinium Z,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,814,ドクＺ,독Z,Poisonium Z,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,815,ジメンＺ,땅Z,Groundium Z,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,816,ヒコウＺ,비행Z,Flyinium Z,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,817,エスパーＺ,에스퍼Z,Psychium Z,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,818,ムシＺ,벌레Z,Buginium Z,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,819,イワＺ,바위Z,Rockium Z,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,820,ゴーストＺ,고스트Z,Ghostium Z,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,821,ドラゴンＺ,드래곤Z,Dragonium Z,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,822,アクＺ,악Z,Darkinium Z,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,823,ハガネＺ,강철Z,Steelium Z,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,824,フェアリーＺ,페어리Z,Fairium Z,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,825,ピカチュウＺ,피카츄Z,Pikanium Z,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,826,ジュナイパーＺ,모크나이퍼Z,Decidium Z,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,827,ガオガエンＺ,어흥염Z,Incinium Z,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,828,アシレーヌＺ,누리레느Z,Primarium Z,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,829,カプＺ,카푸Z,Tapunium Z,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,830,マーシャドーＺ,마샤도Z,Marshadium Z,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,831,アロライＺ,알로라이Z,Aloraichium Z,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,832,カビゴンＺ,잠만보Z,Snorlium Z,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,833,イーブイＺ,이브이Z,Eevium Z,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,834,ミュウＺ,뮤Z,Mewnium Z,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,835,サトピカＺ,지우피카Z,Pikashunium Z,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,836,サトピカＺ,지우피카Z,Pikashunium Z,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,837,？？？,???,???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,838,？？？,???,???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,839,？？？,???,???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,840,？？？,???,???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,841,ざいりょうぶくろ,재료주머니,Forage Bag,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,842,つりざお,낚싯대,Fishing Rod,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,843,はかせのふくめん,박사의복면,Professor’s Mask,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,844,フェスチケット,페스티켓,Festival Ticket,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,845,かがやくいし,빛나는돌,Sparkling Stone,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,846,ビビリだま,주눅구슬,Adrenaline Orb,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,847,ジガルデキューブ,지가르데큐브,Zygarde Cube,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,848,？？？,???,???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,849,こおりのいし,얼음의돌,Ice Stone,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,850,ライドギア,라이드기어,Ride Pager,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,851,ウルトラボール,울트라볼,Beast Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,852,おおきいマラサダ,큰 말라사다,Big Malasada,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,853,くれないのミツ,다홍꿀,Red Nectar,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,854,やまぶきのミツ,진노랑꿀,Yellow Nectar,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,855,うすもものミツ,연분홍꿀,Pink Nectar,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,856,むらさきのミツ,보라꿀,Purple Nectar,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,857,たいようのふえ,태양의피리,Sun Flute,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,858,つきのふえ,달의피리,Moon Flute,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,859,？？？,???,???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,860,あやしいカード,괴상한카드,Enigmatic Card,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,861,ぎんのズリのみ,은 라즈열매,Silver Razz Berry,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,862,きんのズリのみ,황금 라즈열매,Golden Razz Berry,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,863,ぎんのナナのみ,은 나나열매,Silver Nanab Berry,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,864,きんのナナのみ,황금 나나열매,Golden Nanab Berry,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,865,ぎんのパイルのみ,은 파인열매,Silver Pinap Berry,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,866,きんのパイルのみ,황금 파인열매,Golden Pinap Berry,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,867,？？？,???,???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,868,？？？,???,???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,869,？？？,???,???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,870,？？？,???,???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,871,？？？,???,???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,872,ひみつのカギ,비밀의열쇠,Secret Key,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,873,ふねのチケット,승선티켓,S.S. Ticket,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,874,シルフスコープ,실프스코프,Silph Scope,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,875,おとどけもの,전해줄물건,Parcel,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,876,カードキー,카드키,Card Key,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,877,きんのいれば,금틀니,Gold Teeth,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,878,エレベータのカギ,엘리베이터열쇠,Lift Key,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,879,グランドコート,그라운드코트,Terrain Extender,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,880,ぼうごパット,방호패드,Protective Pads,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,881,エレキシード,일렉트릭시드,Electric Seed,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,882,サイコシード,사이코시드,Psychic Seed,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,883,ミストシード,미스트시드,Misty Seed,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,884,グラスシード,그래스시드,Grassy Seed,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,885,のびたバネ,늘어난용수철,Stretchy Spring,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,886,チョークいし,초크돌,Chalky Stone,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,887,ビーだま,유리구슬,Marble,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,888,かたっぽピアス,한쪽귀고리,Lone Earring,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,889,うみべのガラス,바닷가유리,Beach Glass,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,890,きんのはっぱ,금빛잎사귀,Gold Leaf,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,891,ぎんのはっぱ,은빛잎사귀,Silver Leaf,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,892,ピカピカだんご,반짝반짝경단,Polished Mud Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,893,なんごくかいがら,트로피컬조개껍질,Tropical Shell,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,894,このはのおてがみ,나뭇잎편지,Leaf Letter,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,895,このはのおてがみ,나뭇잎편지,Leaf Letter,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,896,ちいさなはなたば,작은꽃다발,Small Bouquet,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,897,？？？,???,???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,898,？？？,???,???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,899,？？？,???,???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,900,むしよせコロン,벌레유인코롱,Lure,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,901,シルバーコロン,실버코롱,Super Lure,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,902,ゴールドコロン,골드코롱,Max Lure,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,903,ニビあられ,회색강정,Pewter Crunchies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,904,ファイトメモリ,파이팅메모리,Fighting Memory,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,905,フライングメモリ,플라잉메모리,Flying Memory,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,906,ポイズンメモリ,포이즌메모리,Poison Memory,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,907,グラウンドメモリ,그라운드메모리,Ground Memory,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,908,ロックメモリ,록메모리,Rock Memory,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,909,バグメモリ,버그메모리,Bug Memory,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,910,ゴーストメモリ,고스트메모리,Ghost Memory,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,911,スチールメモリ,스틸메모리,Steel Memory,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,912,ファイヤーメモリ,파이어메모리,Fire Memory,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,913,ウオーターメモリ,워터메모리,Water Memory,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,914,グラスメモリ,그래스메모리,Grass Memory,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,915,エレクトロメモリ,일렉트릭메모리,Electric Memory,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,916,サイキックメモリ,사이킥메모리,Psychic Memory,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,917,アイスメモリ,아이스메모리,Ice Memory,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,918,ドラゴンメモリ,드래곤메모리,Dragon Memory,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,919,ダークメモリ,다크메모리,Dark Memory,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,920,フェアリーメモリ,페어리메모리,Fairy Memory,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,921,ソルガレオＺ,솔가레오Z,Solganium Z,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,922,ルナアーラＺ,루나아라Z,Lunalium Z,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,923,ウルトラネクロＺ,울트라네크로Z,Ultranecrozium Z,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,924,ミミッキュＺ,따라큐Z,Mimikium Z,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,925,ルガルガンＺ,루가루암Z,Lycanium Z,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,926,ジャラランガＺ,짜랑고우거Z,Kommonium Z,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,927,ソルガレオＺ,솔가레오Z,Solganium Z,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,928,ルナアーラＺ,루나아라Z,Lunalium Z,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,929,ウルトラネクロＺ,울트라네크로Z,Ultranecrozium Z,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,930,ミミッキュＺ,따라큐Z,Mimikium Z,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,931,ルガルガンＺ,루가루암Z,Lycanium Z,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,932,ジャラランガＺ,짜랑고우거Z,Kommonium Z,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,933,Ｚパワーリング,Z파워링,Z-Power Ring,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,934,ももいろはなびら,담홍꽃잎,Pink Petal,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,935,だいだいはなびら,주황꽃잎,Orange Petal,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,936,あおのはなびら,파랑꽃잎,Blue Petal,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,937,あかのはなびら,빨강꽃잎,Red Petal,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,938,みどりのはなびら,초록꽃잎,Green Petal,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,939,きいろのはなびら,노랑꽃잎,Yellow Petal,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,940,むらさきはなびら,보라꽃잎,Purple Petal,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,941,にじいろのはな,무지개꽃,Rainbow Flower,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,942,だいだいバッジ,주황배지,Surge Badge,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,943,ネクロプラスソル,네크로플러스솔,N-Solarizer,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,944,ネクロプラスルナ,네크로플러스루나,N-Lunarizer,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,945,ネクロプラスソル,네크로플러스솔,N-Solarizer,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,946,ネクロプラスルナ,네크로플러스루나,N-Lunarizer,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,947,イリマノーマルＺ,일리마의 노말Z,Ilima’s Normalium Z,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,948,のこされたボール,남겨진 볼,Left Poké Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,949,タマゴふかポン,알부화캡슐토이,Roto Hatch,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,950,やすうりポン,할인캡슐토이,Roto Bargain,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,951,おこづかいポン,용돈캡슐토이,Roto Prize Money,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,952,けいけんポン,경험캡슐토이,Roto Exp. Points,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,953,なつきポン,친밀도캡슐토이,Roto Friendship,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,954,みっけポン,발견캡슐토이,Roto Encounter,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,955,かくれポン,숨기캡슐토이,Roto Stealth,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,956,ＨＰかいふくポン,HP회복캡슐토이,Roto HP Restore,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,957,ＰＰかいふくポン,PP회복캡슐토이,Roto PP Restore,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,958,おうえんポン,응원캡슐토이,Roto Boost,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,959,つかまえポン,잡기캡슐토이,Roto Catch,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,960,げんきのアメ,기력의사탕,Health Candy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,961,ちからのアメ,힘의사탕,Mighty Candy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,962,まもりのアメ,수비의사탕,Tough Candy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,963,ちしきのアメ,지식의사탕,Smart Candy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,964,こころのアメ,마음의사탕,Courage Candy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,965,はやさのアメ,속도의사탕,Quick Candy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,966,げんきのアメＬ,기력의사탕L,Health Candy L,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,967,ちからのアメＬ,힘의사탕L,Mighty Candy L,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,968,まもりのアメＬ,수비의사탕L,Tough Candy L,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,969,ちしきのアメＬ,지식의사탕L,Smart Candy L,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,970,こころのアメＬ,마음의사탕L,Courage Candy L,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,971,はやさのアメＬ,속도의사탕L,Quick Candy L,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,972,げんきのアメＸＬ,기력의사탕XL,Health Candy XL,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,973,ちからのアメＸＬ,힘의사탕XL,Mighty Candy XL,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,974,まもりのアメＸＬ,수비의사탕XL,Tough Candy XL,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,975,ちしきのアメＸＬ,지식의사탕XL,Smart Candy XL,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,976,こころのアメＸＬ,마음의사탕XL,Courage Candy XL,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,977,はやさのアメＸＬ,속도의사탕XL,Quick Candy XL,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,978,フシギダネのアメ,이상해씨의사탕,Bulbasaur Candy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,979,ヒトカゲのアメ,파이리의사탕,Charmander Candy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,980,ゼニガメのアメ,꼬부기의사탕,Squirtle Candy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,981,キャタピーのアメ,캐터피의사탕,Caterpie Candy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,982,ビードルのアメ,뿔충이의사탕,Weedle Candy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,983,ポッポのアメ,구구의사탕,Pidgey Candy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,984,コラッタのアメ,꼬렛의사탕,Rattata Candy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,985,オニスズメのアメ,깨비참의사탕,Spearow Candy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,986,アーボのアメ,아보의사탕,Ekans Candy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,987,ピカチュウのアメ,피카츄의사탕,Pikachu Candy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,988,サンドのアメ,모래두지의사탕,Sandshrew Candy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,989,ニドラン♀のアメ,니드런♀의사탕,Nidoran♀ Candy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,990,ニドラン♂のアメ,니드런♂의사탕,Nidoran♂ Candy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,991,ピッピのアメ,삐삐의사탕,Clefairy Candy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,992,ロコンのアメ,식스테일의사탕,Vulpix Candy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,993,プリンのアメ,푸린의사탕,Jigglypuff Candy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,994,ズバットのアメ,주뱃의사탕,Zubat Candy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,995,ナゾノクサのアメ,뚜벅쵸의사탕,Oddish Candy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,996,パラスのアメ,파라스의사탕,Paras Candy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,997,コンパンのアメ,콘팡의사탕,Venonat Candy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,998,ディグダのアメ,디그다의사탕,Diglett Candy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,999,ニャースのアメ,나옹의사탕,Meowth Candy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1000,コダックのアメ,고라파덕의사탕,Psyduck Candy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1001,マンキーのアメ,망키의사탕,Mankey Candy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1002,ガーディのアメ,가디의사탕,Growlithe Candy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1003,ニョロモのアメ,발챙이의사탕,Poliwag Candy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1004,ケーシィのアメ,캐이시의사탕,Abra Candy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1005,ワンリキーのアメ,알통몬의사탕,Machop Candy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1006,マダツボミのアメ,모다피의사탕,Bellsprout Candy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1007,メノクラゲのアメ,왕눈해의사탕,Tentacool Candy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1008,イシツブテのアメ,꼬마돌의사탕,Geodude Candy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
